X0,ratio,X_final
0.55,2.625,0.8860416666666666
0.55,2.7125,0.94
0.55,2.8,0.8322916666666667
0.55,2.8874999999999997,0.9675
0.55,2.9749999999999996,0.9202083333333333
0.55,3.0625,0.9375
0.55,3.15,1.0
0.55,3.2375,0.951875
0.55,3.3249999999999997,0.8370833333333334
0.55,3.4124999999999996,0.891875
0.55,3.5,0.96375
0.6000000000000001,0.0,0.0
0.6000000000000001,0.0875,0.0
0.6000000000000001,0.175,0.0
0.6000000000000001,0.26249999999999996,0.0
0.6000000000000001,0.35,0.0
0.6000000000000001,0.4375,0.0
0.6000000000000001,0.5249999999999999,0.125
0.6000000000000001,0.6124999999999999,0.0625
0.6000000000000001,0.7,0.0625
0.6000000000000001,0.7875,0.13770833333333332
0.6000000000000001,0.875,0.375
0.6000000000000001,0.9624999999999999,0.5145833333333334
0.6000000000000001,1.0499999999999998,0.375
0.6000000000000001,1.1375,0.68625
0.6000000000000001,1.2249999999999999,0.37875000000000003
0.6000000000000001,1.3125,0.46208333333333335
0.6000000000000001,1.4,0.6341666666666667
0.6000000000000001,1.4874999999999998,0.4477083333333334
0.6000000000000001,1.575,0.7545833333333334
0.6000000000000001,1.6624999999999999,0.5210416666666666
0.6000000000000001,1.75,0.9483333333333334
0.6000000000000001,1.8375,0.5956250000000001
0.6000000000000001,1.9249999999999998,0.7758333333333334
0.6000000000000001,2.0124999999999997,0.8233333333333334
0.6000000000000001,2.0999999999999996,0.788125
0.6000000000000001,2.1875,0.8197916666666667
0.6000000000000001,2.275,0.7072916666666667
0.6000000000000001,2.3625,0.8152083333333333
0.6000000000000001,2.4499999999999997,0.94
0.6000000000000001,2.5374999999999996,0.719375
0.6000000000000001,2.625,0.8831249999999999
0.6000000000000001,2.7125,1.0
0.6000000000000001,2.8,0.8795833333333334
0.6000000000000001,2.8874999999999997,0.9375
0.6000000000000001,2.9749999999999996,0.875
0.6000000000000001,3.0625,0.9516666666666667
0.6000000000000001,3.15,0.938125
0.6000000000000001,3.2375,1.0
0.6000000000000001,3.3249999999999997,1.0
0.6000000000000001,3.4124999999999996,0.940625
0.6000000000000001,3.5,1.0
0.65,0.0,0.0
0.65,0.0875,0.0
0.65,0.175,0.0
0.65,0.26249999999999996,0.0
0.65,0.35,0.0
0.65,0.4375,0.0
0.65,0.5249999999999999,0.125
0.65,0.6124999999999999,0.125
0.65,0.7,0.25
0.65,0.7875,0.4375
0.65,0.875,0.424375
0.65,0.9624999999999999,0.44208333333333333
0.65,1.0499999999999998,0.5185416666666667
0.65,1.1375,0.38395833333333335
0.65,1.2249999999999999,0.469375
0.65,1.3125,0.37041666666666667
0.65,1.4,0.538125
0.65,1.4874999999999998,0.7047916666666667
0.65,1.575,0.8325
0.65,1.6624999999999999,0.7714583333333334
0.65,1.75,0.8929166666666667
0.65,1.8375,0.69
0.65,1.9249999999999998,0.81375
